Status,ID,Application_order,Previous_qualification_grade,Admission_grade,Age_at_enrollment,Curricular_units_credited,Curricular_units_approved,Curricular_units_enrolled,Curricular_units_evaluations,Curricular_units_without_evaluations,Curricular_units_grade,Marital_status,Application_mode,Course,Daytime_evening_attendance,Previous_qualification,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder
Graduate,2571,1,143.0,138.8,31,0,15,15,17,0,15.928125,Single,General Continent,Health and Care,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,0,0
Graduate,2572,1,133.1,110.0,23,0,12,12,14,0,13.395833333333332,Single,General Continent,Social Services and Management,1,02,02,02,Administrative Staff,Armed Forces Professions,1,1,0,0
Graduate,2573,4,138.0,127.8,19,0,12,14,14,0,14.983333333333334,Single,General Continent,Health and Care,1,02,01,02,Unskilled Workers,Unskilled Workers,0,1,0,0
Graduate,2574,3,138.0,134.2,20,0,12,12,12,0,14.0,Single,Special Contingent,Social Services and Management,1,02,01,01,Administrative Staff,Unskilled Workers,0,1,0,1
Graduate,2575,1,150.0,143.0,40,8,16,16,16,0,15.015873015873016,In Relationship,Other,Social Services and Management,0,02,01,01,"Skilled Workers in Industry, Construction, and Craftsmen",Service Workers and Sellers,0,1,0,0
Dropout,2576,1,120.0,120.0,32,0,7,12,28,0,11.25,Single,Other,Health and Care,1,03,01,01,Unskilled Workers,Unskilled Workers,1,1,0,0
Dropout,2577,4,110.0,113.2,24,0,3,12,25,0,10.25,Single,General Continent,Agriculture and Environtment,1,02,01,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Graduate,2578,4,146.0,135.8,18,0,12,14,14,0,13.983333333333334,Single,General Continent,Health and Care,1,02,02,01,Service Workers and Sellers,Installation and Machine Operators and Assembly Workers,0,1,0,0
Graduate,2579,1,148.0,143.5,18,0,12,12,12,0,12.916666666666668,Single,General Continent,Social Services and Management,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,0,0
Graduate,2580,1,145.0,148.9,18,0,12,12,12,0,13.333333333333332,Single,General Continent,Social Services and Management,1,02,02,01,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,1
Dropout,2581,1,133.1,115.6,27,0,0,12,16,0,0.0,Single,Other,Agriculture and Environtment,1,02,01,01,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,0,0
Graduate,2582,1,160.0,159.3,18,0,10,10,10,0,14.9,Single,General Continent,Social Services and Management,1,02,01,01,Unskilled Workers,Service Workers and Sellers,0,1,0,0
Enrolled,2583,1,150.0,138.5,26,0,8,10,19,0,11.625,Single,Other,Social Services and Management,0,02,02,01,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,0,0
Graduate,2584,1,130.0,133.2,19,0,12,12,13,0,13.916666666666666,Single,General Continent,Basic Education,1,02,02,01,Unskilled Workers,Administrative Staff,0,1,0,0
Graduate,2585,2,120.0,117.6,19,0,11,12,15,0,12.1,Single,General Continent,Social Services and Management,0,02,01,00,Students,Students,0,1,0,0
Enrolled,2586,2,115.0,108.7,21,0,6,10,17,1,12.333333333333332,Single,General Continent,Social Services and Management,1,02,02,01,Service Workers and Sellers,Service Workers and Sellers,0,1,0,0
Enrolled,2587,4,133.1,106.0,24,0,3,10,25,0,10.75,Single,General Continent,Social Services and Management,1,02,02,02,Administrative Staff,Agricultural and Forestry Workers,0,1,0,0
Dropout,2588,1,120.0,122.6,20,0,5,12,19,0,11.416666666666668,Single,General Continent,Basic Education,1,02,01,01,Unskilled Workers,Armed Forces Professions,0,1,0,0
Enrolled,2589,4,134.0,127.4,18,0,10,12,14,0,12.2,Single,General Continent,Basic Education,1,02,02,02,Service Workers and Sellers,Unskilled Workers,0,1,0,0
Dropout,2590,1,133.1,100.0,30,0,0,12,12,0,0.0,Single,Other,Agriculture and Environtment,1,02,02,02,Unskilled Workers,Unskilled Workers,0,1,0,0
Enrolled,2591,1,133.1,95.0,22,0,12,14,18,0,12.333333333333332,Single,General Continent,Basic Education,1,02,02,01,Unskilled Workers,Unskilled Workers,1,0,0,0
Graduate,2592,1,130.0,130.0,21,7,19,19,27,0,11.252136752136753,Single,Other,Social Services and Management,1,03,01,02,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,0,0
Dropout,2593,1,120.0,122.8,26,0,14,15,20,0,11.920833333333334,Single,Other,Health and Care,1,02,02,02,Administrative Staff,Service Workers and Sellers,0,1,0,0
Enrolled,2594,1,115.0,115.0,23,0,3,10,16,1,11.0,Single,General Continent,Social Services and Management,1,02,02,02,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Graduate,2595,1,135.0,145.9,18,0,12,12,12,0,12.416666666666666,Single,General Continent,Design and Creativity,1,02,02,01,Service Workers and Sellers,Unskilled Workers,0,1,0,1
Dropout,2596,1,133.1,143.0,21,0,10,12,17,0,11.8,Single,General Continent,Design and Creativity,1,02,02,01,Service Workers and Sellers,Unskilled Workers,1,1,0,0
Dropout,2597,1,145.0,100.0,18,0,0,0,0,0,0.0,Single,Transfer and Change,Design and Creativity,1,02,02,01,Unskilled Workers,Unskilled Workers,0,1,0,1
Enrolled,2598,3,130.0,121.3,21,0,6,10,22,3,12.5,Single,General Continent,Health and Care,1,02,02,01,Service Workers and Sellers,Service Workers and Sellers,0,1,0,0
Enrolled,2599,3,118.0,121.2,18,0,10,12,15,0,12.7,Single,General Continent,Basic Education,1,02,01,01,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Dropout,2600,3,138.0,125.1,19,0,11,12,14,0,13.15,Single,General Continent,Basic Education,1,02,01,01,Service Workers and Sellers,Unskilled Workers,0,1,0,1
Enrolled,2601,1,122.0,112.9,22,0,7,12,25,0,11.791666666666668,Single,General Continent,Agriculture and Environtment,1,02,02,02,Administrative Staff,Unskilled Workers,0,1,0,0
Graduate,2602,3,126.0,120.8,19,0,12,12,14,0,12.55952380952381,Single,General Continent,Social Services and Management,1,02,01,02,Service Workers and Sellers,Installation and Machine Operators and Assembly Workers,0,1,0,0
Dropout,2603,5,121.0,114.0,19,0,0,10,20,5,0.0,Single,General Continent,Health and Care,1,02,01,01,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,0,0,0
Dropout,2604,1,152.0,132.1,19,0,3,12,21,0,11.75,Single,General Continent,Social Services and Management,1,02,01,01,"Skilled Workers in Industry, Construction, and Craftsmen",Service Workers and Sellers,0,1,0,0
Graduate,2605,1,160.0,160.0,27,0,8,10,20,3,13.0,In Relationship,Other,Health and Care,1,03,01,01,Unskilled Workers,Unskilled Workers,0,1,0,0
Graduate,2606,1,134.0,134.0,22,2,10,10,17,0,13.2,Single,Spesific Ordinances,Health and Care,1,02,01,01,Service Workers and Sellers,Service Workers and Sellers,0,1,0,0
Dropout,2607,1,128.0,124.2,18,0,11,12,15,0,13.071428571428571,Single,General Continent,Social Services and Management,1,02,01,02,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,0
Graduate,2608,4,125.0,115.6,20,0,10,12,14,0,11.875,Single,General Continent,Agriculture and Environtment,1,02,01,01,Service Workers and Sellers,Service Workers and Sellers,0,1,0,0
Dropout,2609,1,130.0,128.2,34,5,5,15,16,0,10.5,In Relationship,Transfer and Change,Social Services and Management,0,02,01,01,Unskilled Workers,Unskilled Workers,0,1,0,0
Graduate,2610,2,138.0,132.8,18,0,14,15,18,0,13.070634920634921,Single,General Continent,Health and Care,1,02,02,01,Service Workers and Sellers,Installation and Machine Operators and Assembly Workers,0,1,0,0
Graduate,2611,2,121.0,123.1,20,0,8,12,19,0,13.5,Single,General Continent,Social Services and Management,1,02,02,02,Service Workers and Sellers,Service Workers and Sellers,0,1,1,0
Graduate,2612,1,134.0,125.6,20,0,10,10,12,0,16.0,Single,General Continent,Agriculture and Environtment,1,02,02,02,Service Workers and Sellers,Service Workers and Sellers,0,1,0,0
Dropout,2613,1,130.0,115.0,25,0,0,10,15,0,0.0,Single,Other,Social Services and Management,0,02,02,01,Administrative Staff,Unskilled Workers,0,1,1,0
Dropout,2614,4,126.0,123.6,18,0,8,10,15,0,12.7,Single,General Continent,Technology and Engineering,1,02,03,02,Professionals and Specialists,Unskilled Workers,0,1,1,0
Dropout,2615,1,148.0,141.7,18,0,9,12,19,0,12.3,Single,General Continent,Agriculture and Environtment,1,02,02,02,Unskilled Workers,Unskilled Workers,0,0,1,0
Dropout,2616,1,160.0,139.0,18,0,5,12,21,0,6.1,Single,General Continent,Basic Education,1,02,02,01,Service Workers and Sellers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,0,1
Graduate,2617,1,118.0,118.0,19,0,10,12,14,0,11.9,Single,General Continent,Agriculture and Environtment,1,02,02,02,Service Workers and Sellers,Administrative Staff,0,1,0,1
Dropout,2618,2,150.0,142.0,19,0,11,12,15,0,12.366666666666667,Single,General Continent,Basic Education,1,02,01,02,Service Workers and Sellers,Service Workers and Sellers,0,1,0,1
Graduate,2619,1,140.0,143.4,21,5,12,12,13,0,13.702380952380953,Single,Other,Social Services and Management,1,02,02,02,Service Workers and Sellers,Service Workers and Sellers,0,1,0,1
Enrolled,2620,1,100.0,115.9,29,16,19,21,32,0,11.727777777777778,Single,Transfer and Change,Design and Creativity,1,02,03,04,Professionals and Specialists,Professionals and Specialists,0,1,0,0
Graduate,2621,1,110.0,105.1,20,0,12,12,12,0,11.916666666666668,Single,General Continent,Design and Creativity,1,02,02,01,Unskilled Workers,Unskilled Workers,0,1,0,1
Graduate,2622,1,140.0,138.0,21,22,21,24,24,0,12.663636363636364,Single,Transfer and Change,Social Services and Management,0,04,02,01,Intermediate Level Technicians and Professions,Unskilled Workers,1,1,0,1
Dropout,2623,1,133.1,114.7,34,3,3,3,3,0,10.75,Single,Transfer and Change,Social Services and Management,0,02,01,01,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,0,0
Graduate,2624,4,140.0,130.5,20,0,12,12,12,0,12.166666666666668,Single,General Continent,Social Services and Management,1,02,02,01,Intermediate Level Technicians and Professions,Unskilled Workers,0,1,0,0
Dropout,2625,1,110.0,134.3,24,0,1,10,17,0,6.0,Single,Other,Social Services and Management,0,02,01,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Graduate,2626,1,148.0,137.5,18,0,15,15,16,0,14.615873015873017,Single,General Continent,Health and Care,1,02,02,02,Administrative Staff,Intermediate Level Technicians and Professions,0,1,1,0
Enrolled,2627,1,137.0,125.3,19,0,14,14,14,0,12.2,Single,General Continent,Health and Care,1,02,02,02,Administrative Staff,Administrative Staff,0,1,1,0
Enrolled,2628,1,120.0,111.3,18,0,8,10,20,0,11.275,Single,General Continent,Social Services and Management,1,02,02,02,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,1
Enrolled,2629,9,120.0,144.8,28,0,9,10,14,0,13.541666666666668,Single,Other,Social Services and Management,0,02,01,01,Unskilled Workers,Service Workers and Sellers,0,1,1,0
Dropout,2630,1,130.0,152.1,28,0,3,10,25,0,11.5,Single,Other,Social Services and Management,0,02,02,02,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Dropout,2631,1,132.0,126.1,20,0,4,12,21,0,5.375,Single,General Continent,Agriculture and Environtment,1,02,01,01,Students,Service Workers and Sellers,0,1,1,0
Graduate,2632,1,130.0,136.0,22,0,16,16,18,2,12.55375,Single,Transfer and Change,Health and Care,1,02,02,02,"Skilled Workers in Industry, Construction, and Craftsmen",Administrative Staff,0,1,1,0
Graduate,2633,4,128.0,124.3,19,0,14,16,16,0,12.665714285714284,Single,General Continent,Health and Care,1,02,02,02,Administrative Staff,Administrative Staff,0,1,1,0
Enrolled,2634,1,132.0,129.9,20,0,10,12,18,0,12.857142857142858,Single,General Continent,Social Services and Management,1,02,02,02,"Skilled Workers in Industry, Construction, and Craftsmen",Service Workers and Sellers,0,1,1,0
Dropout,2635,2,133.1,136.1,26,0,2,12,17,0,5.875,Single,Other,Health and Care,1,02,03,02,Professionals and Specialists,Administrative Staff,0,1,1,0
Dropout,2636,2,120.0,115.1,21,0,3,12,25,0,5.5,Single,General Continent,Agriculture and Environtment,1,02,01,01,Unskilled Workers,Unskilled Workers,0,0,1,0
Graduate,2637,2,145.0,143.6,18,0,0,0,0,0,0.0,Single,Special Contingent,Design and Creativity,1,02,03,03,Professionals and Specialists,Professionals and Specialists,0,1,1,0
Graduate,2638,1,127.0,115.8,18,0,10,10,11,0,12.8,Single,General Continent,Social Services and Management,1,02,01,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Graduate,2639,2,135.0,149.0,22,29,34,34,41,0,12.348297213622288,Single,General Continent,Design and Creativity,1,02,02,02,Administrative Staff,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Dropout,2640,1,133.1,100.0,36,0,0,10,0,0,0.0,In Relationship,Other,Technology and Engineering,1,01,01,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Graduate,2641,1,125.0,133.4,20,0,12,12,16,0,11.75,Single,General Continent,Social Services and Management,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,1,1
Dropout,2642,5,127.0,122.8,20,0,3,12,15,0,6.166666666666667,Single,General Continent,Social Services and Management,1,02,03,05,Professionals and Specialists,Professionals and Specialists,0,1,1,0
Dropout,2643,1,133.1,151.2,25,0,7,10,22,0,12.5,Single,Other,Social Services and Management,0,02,01,02,Service Workers and Sellers,Administrative Staff,0,1,1,0
Graduate,2644,1,150.0,137.0,35,2,10,12,18,0,13.316666666666666,Single,Other,Agriculture and Environtment,1,02,01,02,Agricultural and Forestry Workers,Administrative Staff,0,1,1,0
Dropout,2645,1,133.1,118.0,22,0,0,0,0,0,0.0,Single,General Continent,Design and Creativity,1,02,02,01,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Enrolled,2646,1,150.0,126.4,26,8,14,15,19,0,12.714285714285715,Single,Transfer and Change,Design and Creativity,1,02,03,07,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Dropout,2647,1,130.0,130.0,20,0,6,12,31,0,11.9,Single,Other,Agriculture and Environtment,1,03,01,01,Unskilled Workers,Service Workers and Sellers,1,0,1,0
Dropout,2648,1,133.1,112.5,50,8,8,24,24,0,12.416666666666668,Single,Transfer and Change,Social Services and Management,0,01,01,02,Unskilled Workers,Armed Forces Professions,0,1,1,0
Dropout,2649,1,125.0,118.3,20,0,10,16,24,2,12.002,Single,General Continent,Health and Care,1,02,02,01,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,1,1,0
Enrolled,2650,1,127.0,121.4,20,0,13,15,19,0,13.599444444444444,Single,General Continent,Health and Care,1,02,03,02,Professionals and Specialists,Installation and Machine Operators and Assembly Workers,0,1,1,0
Dropout,2651,1,140.0,140.0,35,1,6,12,19,0,13.1,Single,Other,Agriculture and Environtment,1,03,03,02,Professionals and Specialists,Armed Forces Professions,0,0,1,0
Graduate,2652,1,110.0,109.0,19,0,12,12,15,0,13.654761904761905,Single,General Continent,Social Services and Management,1,02,03,02,Administrative Staff,Service Workers and Sellers,0,1,1,1
Dropout,2653,2,133.1,110.0,43,0,0,10,19,1,0.0,In Relationship,Other,Social Services and Management,1,02,01,01,Service Workers and Sellers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Graduate,2654,5,124.0,119.8,19,0,14,16,22,0,13.867142857142856,Single,General Continent,Health and Care,1,02,03,01,Professionals and Specialists,Professionals and Specialists,0,1,1,0
Graduate,2655,1,114.0,130.0,25,0,12,16,22,0,12.675,Single,Other,Health and Care,1,02,01,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Graduate,2656,1,155.0,167.3,19,0,0,0,0,0,0.0,Single,Special Contingent,Design and Creativity,1,02,02,03,Service Workers and Sellers,Armed Forces Professions,0,1,1,0
Enrolled,2657,2,114.0,111.9,20,0,12,12,13,0,12.25,Single,General Continent,Basic Education,1,02,02,02,Unskilled Workers,Unskilled Workers,0,1,1,1
Dropout,2658,1,133.1,136.0,22,0,0,0,0,0,0.0,Single,General Continent,Design and Creativity,1,02,01,01,Service Workers and Sellers,Service Workers and Sellers,0,1,1,0
Dropout,2659,1,125.0,124.0,19,0,11,12,13,0,11.6,Single,General Continent,Agriculture and Environtment,1,02,01,01,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,0,1,1,1
Dropout,2660,1,120.0,132.9,32,0,8,10,22,0,11.041666666666668,In Relationship,Other,Social Services and Management,0,02,02,01,Intermediate Level Technicians and Professions,Unskilled Workers,0,1,1,0
Graduate,2661,1,100.0,154.0,57,0,11,12,13,0,14.183333333333334,In Relationship,Other,Social Services and Management,1,01,01,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Dropout,2662,1,133.1,115.0,20,0,8,14,18,0,12.087499999999999,Single,General Continent,Health and Care,1,02,02,02,Intermediate Level Technicians and Professions,Service Workers and Sellers,0,0,1,0
Dropout,2663,1,120.0,96.0,38,0,0,10,10,0,0.0,Single,Other,Social Services and Management,0,02,02,02,Service Workers and Sellers,Service Workers and Sellers,0,0,1,0
Graduate,2664,1,120.0,168.2,45,0,10,10,12,0,14.083333333333332,In Relationship,Other,Social Services and Management,0,02,01,03,Unskilled Workers,Intermediate Level Technicians and Professions,0,1,1,0
Dropout,2665,1,110.0,140.0,43,0,6,12,28,0,11.125,In Relationship,Other,Social Services and Management,1,02,01,01,Unskilled Workers,Armed Forces Professions,1,0,1,0
Graduate,2666,4,144.0,137.4,19,0,12,12,14,0,13.479166666666668,Single,General Continent,Design and Creativity,1,02,01,02,Unskilled Workers,Unskilled Workers,0,1,1,0
Dropout,2667,1,133.1,150.0,49,0,3,10,13,0,11.0,In Relationship,Other,Social Services and Management,0,01,02,02,Administrative Staff,Administrative Staff,0,0,1,0
Enrolled,2668,1,133.1,100.5,43,0,14,16,16,0,11.635714285714286,In Relationship,Other,Health and Care,1,01,01,01,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,1,1,0
Dropout,2669,1,133.1,148.5,34,0,4,11,11,0,6.125,Single,Other,Social Services and Management,0,02,01,01,Unskilled Workers,Unskilled Workers,0,1,1,0
Enrolled,2670,5,138.0,123.3,18,0,9,10,20,0,11.892857142857142,Single,General Continent,Technology and Engineering,1,02,02,02,Service Workers and Sellers,Service Workers and Sellers,1,1,1,0
Graduate,2671,1,120.0,138.7,43,0,10,10,11,0,13.733333333333334,In Relationship,Other,Social Services and Management,0,02,01,01,Professionals and Specialists,Administrative Staff,0,1,1,0
